id,event_id,latitude,longitude,type,area,date_time
SF11C795866,Wildfires,47.621,-117.721,WF,10,201608010000Z
SF11C795875,Wildfires,46.78,-120.948,WF,10,201608010000Z
SF11C796022,Wildfires,46.037,-117.346,WF,10,201608010000Z
SF11C796370,Wildfires,48.464,-117.861,WF,10,201608010000Z
SF11C804362,Wildfires,47.887,-120.431,WF,10,201608010000Z
SF11C804406,Wildfires,46.89,-119.455,WF,10,201608010000Z
SF11C804703,Wildfires,45.764,-120.923,WF,10,201608010000Z
SF11C804705,Wildfires,45.945,-119.5,WF,10,201608010000Z
SF11C805254,Wildfires,45.667,-120.945,WF,10,201608010000Z
SF11C805800,Wildfires,46.565,-118.272,WF,10,201608010000Z
SF11C806159,Wildfires,46.184,-118.968,WF,10,201608010000Z
SF11C806488,Wildfires,48.833,-118.563,WF,10,201608010000Z
SF11C806570,Wildfires,47.082,-122.868,WF,10,201608010000Z
SF11C806694,Wildfires,46.941,-119.998,WF,10,201608010000Z
SF11C807194,Wildfires,46.608,-123.153,WF,10,201608010000Z
SF11C807360,Wildfires,48.346,-117.284,WF,10,201608010000Z
SF11C808196,Wildfires,46.016,-118.151,WF,10,201608010000Z
SF11C808205,Wildfires,47.323,-117.885,WF,10,201608010000Z
SF11C808461,Wildfires,48.612,-117.432,WF,10,201608010000Z
SF11C808464,Wildfires,47.156,-121.922,WF,10,201608010000Z
SF11C808599,Wildfires,45.699,-122.732,WF,10,201608010000Z
SF11C808697,Wildfires,47.257,-120.086,WF,10,201608010000Z
SF11C808812,Wildfires,46.314,-117.525,WF,10,201608010000Z
SF11C808812,Wildfires,46.314,-117.525,WF,10,201608010000Z
SF11C808816,Wildfires,46.303,-117.023,WF,10,201608010000Z
SF11C809691,Wildfires,48.616,-117.099,WF,10,201608010000Z
SF11C809867,Wildfires,47.808,-118.177,WF,10,201608010000Z
SF11C810346,Wildfires,46.761,-120.457,WF,10,201608010000Z
SF11C810872,Wildfires,46.942,-120.118,WF,10,201608010000Z
SF11C811573,Wildfires,47.234,-117.468,WF,10,201608010000Z
SF11C811839,Wildfires,48.626,-118.172,WF,10,201608010000Z
SF11C811926,Wildfires,45.742,-120.436,WF,10,201608010000Z
SF11C811926,Wildfires,45.742,-120.436,WF,10,201608010000Z
SF11C812626,Wildfires,47.885,-122.995,WF,10,201608010000Z
SF11C813120,Wildfires,47.062,-120.665,WF,10,201608010000Z
SF11C813256,Wildfires,47.422,-121.617,WF,10,201608010000Z
SF11C813391,Wildfires,48.7,-119.449,WF,10,201608010000Z
SF11C813395,Wildfires,47.399,-120.203,WF,10,201608010000Z
SF11C814275,Wildfires,46.362,-117.442,WF,10,201608010000Z
SF11C814275,Wildfires,46.362,-117.442,WF,10,201608010000Z
SF11C814340,Wildfires,47.672,-120.225,WF,10,201608010000Z
SF11C814417,Wildfires,46.79,-120.36,WF,10,201608010000Z
SF11C815430,Wildfires,47.782,-120.677,WF,10,201608010000Z
SF11C815858,Wildfires,47.469,-120.339,WF,10,201608010000Z
SF11C815984,Wildfires,47.361,-117.856,WF,10,201608010000Z
SF11C816322,Wildfires,45.616,-122.383,WF,10,201608010000Z
SF11C816609,Wildfires,48.578,-120.394,WF,10,201608010000Z
SF11C816690,Wildfires,46.898,-119.226,WF,10,201608010000Z
SF11C817115,Wildfires,46.502,-120.998,WF,10,201608010000Z
SF11C840819,Wildfires,46.421,-118.842,WF,10,201608010000Z
SF11C908059,Wildfires,46.459,-119.518,WF,10,201608010000Z
SF11C909828,Wildfires,47.645,-120.657,WF,10,201608010000Z
SF11C909892,Wildfires,47.647,-120.645,WF,10,201608010000Z
SF11C913852,Wildfires,47.01,-119.985,WF,10,201608010000Z
SF11C914795,Wildfires,46.61,-120.708,WF,10,201608010000Z
SF11C914795,Wildfires,46.61,-120.708,WF,10,201608010000Z
SF11C915176,Wildfires,46.582,-120.329,WF,10,201608010000Z
SF11C915725,Wildfires,45.976,-119.47,WF,10,201608010000Z
SF11C918393,Wildfires,47.107,-120.376,WF,10,201608010000Z
SF11C919071,Wildfires,46.615,-120.873,WF,10,201608010000Z
SF11C919133,Wildfires,46.434,-120.382,WF,10,201608010000Z
SF11C919414,Wildfires,46.672,-120.313,WF,10,201608010000Z
SF11C919444,Wildfires,46.398,-120.815,WF,10,201608010000Z
SF11C919664,Wildfires,46.734,-120.178,WF,10,201608010000Z
SF11C919665,Wildfires,48.825,-119.594,WF,10,201608010000Z
SF11C919693,Wildfires,46.66,-120.318,WF,10,201608010000Z
SF11C919779,Wildfires,46.737,-120.127,WF,10,201608010000Z
SF11C919878,Wildfires,46.715,-120.175,WF,10,201608010000Z
SF11C919879,Wildfires,46.968,-119.246,WF,10,201608010000Z
SF11C920139,Wildfires,46.12,-121.48,WF,10,201608010000Z
SF11C920326,Wildfires,47.325,-120.184,WF,10,201608010000Z
SF11C920332,Wildfires,47.399,-120.057,WF,10,201608010000Z
SF11C920384,Wildfires,46.739,-120.202,WF,10,201608010000Z
SF11C920385,Wildfires,46.765,-120.221,WF,10,201608010000Z
SF11C920386,Wildfires,46.75,-120.157,WF,10,201608010000Z
SF11C920387,Wildfires,46.787,-120.19,WF,10,201608010000Z
SF11C920569,Wildfires,47.348,-120.02,WF,10,201608010000Z
SF11C920570,Wildfires,47.426,-119.954,WF,10,201608010000Z
SF11C920571,Wildfires,47.427,-119.928,WF,10,201608010000Z
SF11C920588,Wildfires,47.307,-120.149,WF,10,201608010000Z
SF11C920648,Wildfires,47.328,-120.189,WF,10,201608010000Z
SF11C920672,Wildfires,46.734,-120.615,WF,10,201608010000Z
SF11C920815,Wildfires,46.765,-120.279,WF,10,201608010000Z
SF11C920821,Wildfires,47.318,-119.972,WF,10,201608010000Z
SF11C920829,Wildfires,47.3,-119.96,WF,10,201608010000Z
SF11C920833,Wildfires,46.722,-120.599,WF,10,201608010000Z
SF11C920839,Wildfires,47.34,-119.984,WF,10,201608010000Z
SF11C920840,Wildfires,47.34,-119.94,WF,10,201608010000Z
SF11C920844,Wildfires,47.381,-119.968,WF,10,201608010000Z
SF11C920845,Wildfires,47.312,-119.929,WF,10,201608010000Z
SF11C920846,Wildfires,47.311,-120.175,WF,10,201608010000Z
SF11C920914,Wildfires,46.73,-120.66,WF,10,201608010000Z
SF11C920915,Wildfires,46.696,-120.12,WF,10,201608010000Z
SF11C921090,Wildfires,46.533,-120.462,WF,10,201608010000Z
SF11C921118,Wildfires,47.34,-119.84,WF,10,201608010000Z
SF11C921119,Wildfires,46.426,-120.776,WF,10,201608010000Z
SF11C921122,Wildfires,47.27,-120,WF,10,201608010000Z
SF11C921135,Wildfires,47.348,-119.765,WF,10,201608010000Z
SF11C921184,Wildfires,47.277,-120.05,WF,10,201608010000Z
SF11C921188,Wildfires,47.269,-119.982,WF,10,201608010000Z
SF11C921758,Wildfires,46.947,-120.197,WF,10,201608010000Z
SF11C921911,Wildfires,46.563,-119.981,WF,10,201608010000Z
SF11C921926,Wildfires,46.553,-119.856,WF,10,201608010000Z
SF11C921958,Wildfires,46.63,-119.87,WF,10,201608010000Z
SF11C921960,Wildfires,46.577,-119.765,WF,10,201608010000Z
SF11C921962,Wildfires,46.63,-119.77,WF,10,201608010000Z
SF11C921966,Wildfires,46.63,-119.74,WF,10,201608010000Z
SF11C921979,Wildfires,46.595,-119.878,WF,10,201608010000Z
SF11C921980,Wildfires,46.52,-119.815,WF,10,201608010000Z
SF11C921989,Wildfires,46.558,-119.827,WF,10,201608010000Z
SF11C922000,Wildfires,46.618,-119.764,WF,10,201608010000Z
SF11C922001,Wildfires,46.544,-119.704,WF,10,201608010000Z
SF11C922002,Wildfires,46.549,-119.661,WF,10,201608010000Z
SF11C922014,Wildfires,46.608,-119.882,WF,10,201608010000Z
SF11C922035,Wildfires,46.59,-119.875,WF,10,201608010000Z
SF11C922426,Wildfires,46.794,-120.21,WF,10,201608010000Z
SF11C922744,Wildfires,46.534,-120.526,WF,10,201608010000Z
SF11C922748,Wildfires,46.525,-120.431,WF,10,201608010000Z
SF11C923189,Wildfires,47.284,-119.064,WF,10,201608010000Z
SF11C923204,Wildfires,46.618,-120.453,WF,10,201608010000Z
SF11C923232,Wildfires,45.89,-121.525,WF,10,201608010000Z
SF11C923444,Wildfires,46.946,-119.259,WF,10,201608010000Z
SF11C923983,Wildfires,46.812,-120.656,WF,10,201608010000Z
SF11C923990,Wildfires,46.783,-120.562,WF,10,201608010000Z
SF11C924067,Wildfires,47.246,-117.437,WF,10,201608010000Z
SF11C924078,Wildfires,46.87,-119.961,WF,10,201608010000Z
SF11C924140,Wildfires,46.569,-119.377,WF,10,201608010000Z
SF11C924176,Wildfires,48.277,-120.069,WF,10,201608010000Z
SF11C924177,Wildfires,46.484,-117.25,WF,10,201608010000Z
