id,event_id,latitude,longitude,type,area,date_time,state,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,canopy,fccs_number
SF11C29056820013183590,SF11E134020,40.677,-123.522,WF,45.99999989,201508250000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29056920013183590,SF11E133988,40.927,-123.44,WF,69.99999983,201508250000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29057020013183590,SF11E133988,40.918,-123.317,WF,69.99999983,201508250000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29057120013183590,SF11E133988,40.834,-123.331,WF,69.99999983,201508250000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29697520013183360,SF11E142889,40.708,-122.957,WF,69.99999983,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29697920013183360,SF11E133988,40.943,-123.324,WF,139.9999997,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29698020013183360,SF11E133988,40.906,-123.327,WF,139.9999997,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29698120013183360,SF11E133988,41.012,-123.36,WF,139.9999997,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29698720013183360,SF11E134020,40.627,-123.409,WF,279.9999993,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29699520013183360,SF11E122242,40.323,-123.457,WF,91.99999977,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29699620013183360,SF11E122242,40.274,-123.448,WF,45.99999989,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29707920013183360,SF11E133988,40.846,-123.361,WF,209.9999995,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29708020013183360,SF11E133988,40.825,-123.328,WF,69.99999983,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29708220013183360,SF11E133988,40.877,-123.264,WF,69.99999983,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29708320013183360,SF11E134020,40.622,-123.438,WF,139.9999997,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29729520013183360,SF11E133988,40.993,-123.354,WF,69.99999983,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29729720013183360,SF11E133988,40.917,-123.437,WF,69.99999983,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29729820013183360,SF11E133988,40.919,-123.371,WF,69.99999983,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29729920013183360,SF11E134020,40.677,-123.522,WF,45.99999989,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C29730020013183360,SF11E134020,40.653,-123.434,WF,69.99999983,201508260000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30286020013183130,SF11E133988,40.977,-123.302,WF,139.9999997,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30286120013183130,SF11E133988,40.959,-123.316,WF,139.9999997,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30286320013183130,SF11E133988,40.947,-123.326,WF,69.99999983,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30286420013183130,SF11E133988,41.015,-123.347,WF,349.9999991,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30286620013183130,SF11E133988,40.974,-123.348,WF,69.99999983,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30286820013183130,SF11E133988,41.01,-123.373,WF,45.99999989,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30287020013183130,SF11E133988,40.866,-123.367,WF,279.9999993,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30288320013183130,SF11E134020,40.679,-123.429,WF,139.9999997,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30288720013183130,SF11E134020,40.539,-123.445,WF,139.9999997,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30289820013183130,SF11E134020,40.579,-123.504,WF,69.99999983,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30290120013183130,SF11E122242,40.336,-123.467,WF,91.99999977,201508270000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30734420013182900,SF11E122242,40.322,-123.463,WF,45.99999989,201508280000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30734520013182900,SF11E122242,40.31,-123.473,WF,45.99999989,201508280000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C31127620013182670,SF11E122242,40.324,-123.451,WF,45.99999989,201508290000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C31127720013182670,SF11E122242,40.302,-123.457,WF,45.99999989,201508290000Z,CA,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21347820013189110,SF11E117358,42.863,-122.922,WF,69.99999983,201508010000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21347920013189110,SF11E117358,42.871,-122.963,WF,1259.999997,201508010000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21348320013189110,SF11E117358,42.907,-123.02,WF,139.9999997,201508010000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21348420013189110,SF11E117358,42.893,-123.043,WF,69.99999983,201508010000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21348620013189110,SF11E117358,42.908,-123.075,WF,699.9999983,201508010000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21492520013188880,SF11E117358,42.868,-122.929,WF,209.9999995,201508020000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21492620013188880,SF11E117358,42.855,-122.94,WF,139.9999997,201508020000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21492720013188880,SF11E117358,42.89,-122.945,WF,69.99999983,201508020000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21492820013188880,SF11E117358,42.907,-122.964,WF,69.99999983,201508020000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21492920013188880,SF11E117358,42.831,-122.961,WF,139.9999997,201508020000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21493020013188880,SF11E117358,42.866,-123.02,WF,69.99999983,201508020000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21493120013188880,SF11E117358,42.883,-123.045,WF,209.9999995,201508020000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21705020013188650,SF11E117358,42.879,-122.949,WF,209.9999995,201508030000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21705120013188650,SF11E117358,42.903,-122.962,WF,209.9999995,201508030000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21705220013188650,SF11E117358,42.854,-122.947,WF,139.9999997,201508030000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21705520013188650,SF11E117358,42.862,-123.047,WF,69.99999983,201508030000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21705620013188650,SF11E117358,42.881,-123.053,WF,69.99999983,201508030000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21894520013188420,SF11E117358,42.919,-122.992,WF,459.9999989,201508040000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21894620013188420,SF11E117358,42.88,-122.997,WF,69.99999983,201508040000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21894720013188420,SF11E117358,42.895,-123.03,WF,139.9999997,201508040000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21894820013188420,SF11E117358,42.867,-123.076,WF,419.999999,201508040000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21899820013188420,SF11E117358,42.883,-122.961,WF,279.9999993,201508040000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21899920013188420,SF11E117358,42.855,-122.969,WF,419.999999,201508040000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21904220013188420,SF11E117358,42.907,-123.02,WF,69.99999983,201508040000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22130320013188190,SF11E117358,42.857,-122.927,WF,139.9999997,201508050000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22130420013188190,SF11E117358,42.832,-122.926,WF,69.99999983,201508050000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22130520013188190,SF11E117358,42.88,-122.942,WF,69.99999983,201508050000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22130620013188190,SF11E117358,42.906,-122.969,WF,209.9999995,201508050000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22130720013188190,SF11E117358,42.875,-122.968,WF,69.99999983,201508050000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22130820013188190,SF11E117358,42.902,-122.99,WF,69.99999983,201508050000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22130920013188190,SF11E117358,42.878,-123.045,WF,139.9999997,201508050000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22388920013187960,SF11E117358,42.829,-122.884,WF,69.99999983,201508060000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22389020013187960,SF11E117358,42.851,-122.932,WF,69.99999983,201508060000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22389120013187960,SF11E117358,42.87,-122.939,WF,69.99999983,201508060000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22389220013187960,SF11E117358,42.89,-122.945,WF,69.99999983,201508060000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22389320013187960,SF11E117358,42.921,-122.996,WF,69.99999983,201508060000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22396620013187960,SF11E117358,42.933,-123.021,WF,91.99999977,201508060000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22396720013187960,SF11E117358,42.873,-122.981,WF,69.99999983,201508060000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22396820013187960,SF11E117358,42.854,-122.975,WF,69.99999983,201508060000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22656720013187730,SF11E117358,42.856,-122.924,WF,209.9999995,201508070000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22656820013187730,SF11E117358,42.839,-122.942,WF,139.9999997,201508070000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22864920013187500,SF11E117358,42.863,-122.922,WF,69.99999983,201508080000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C22865020013187500,SF11E117358,42.841,-122.929,WF,139.9999997,201508080000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C23039620013187270,SF11E117358,42.853,-122.903,WF,769.9999981,201508090000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C23280220013187040,SF11E117358,42.865,-122.909,WF,69.99999983,201508100000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C23280320013187040,SF11E117358,42.87,-122.939,WF,69.99999983,201508100000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C23280420013187040,SF11E117358,42.839,-122.942,WF,69.99999983,201508100000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C23280620013187040,SF11E117358,42.844,-122.972,WF,69.99999983,201508100000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C23627420013186810,SF11E117358,42.822,-122.979,WF,69.99999983,201508110000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C23933420013186580,SF11E117358,42.851,-122.932,WF,279.9999993,201508120000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C23933620013186580,SF11E117358,42.88,-122.942,WF,69.99999983,201508120000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C24794420013186120,SF11E117358,42.832,-122.954,WF,139.9999997,201508140000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C25215020013185890,SF11E117358,42.843,-122.95,WF,139.9999997,201508150000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C30733720013182900,SF11E136875,43.056,-122.317,WF,45.99999989,201508280000Z,OR,0.3,1.4,1.8,0.8,2.5,0,2.43,0.14,3.2,2,0.06,8.33,16
SF11C21353220013189110,SF11E134020,40.634,-123.568,WF,4001.99999,201508010000Z,CA,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C21498920013188880,SF11E134020,40.626,-123.571,WF,1057.999997,201508020000Z,CA,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C22869920013187500,SF11E134020,40.623,-123.571,WF,551.9999986,201508080000Z,CA,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C23938220013186580,SF11E134020,40.519,-123.499,WF,45.99999989,201508120000Z,CA,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25219920013185890,SF11E134020,40.627,-123.573,WF,45.99999989,201508150000Z,CA,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29033320013183590,SF11E121920,41.586,-123.716,WF,367.9999991,201508250000Z,CA,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C30285920013183130,SF11E133988,40.9,-123.278,WF,229.9999994,201508270000Z,CA,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C21347220013189110,SF11E118892,43.036,-122.255,WF,45.99999989,201508010000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C22130220013188190,SF11E136875,43.036,-122.255,WF,45.99999989,201508050000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C22388620013187960,SF11E136875,43.06,-122.235,WF,45.99999989,201508060000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C22656220013187730,SF11E136875,43.041,-122.256,WF,183.9999995,201508070000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C22864720013187500,SF11E136875,43.045,-122.265,WF,91.99999977,201508080000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C23279920013187040,SF11E136875,43.07,-122.238,WF,45.99999989,201508100000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C23618620013186810,SF11E136875,43.076,-122.198,WF,45.99999989,201508110000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C23618720013186810,SF11E136875,43.058,-122.235,WF,827.9999979,201508110000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C23932420013186580,SF11E136875,43.058,-122.218,WF,505.9999987,201508120000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C23932520013186580,SF11E136875,43.081,-122.228,WF,137.9999997,201508120000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C23932620013186580,SF11E136875,43.068,-122.266,WF,597.9999985,201508120000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C24381020013186350,SF11E136875,43.064,-122.208,WF,45.99999989,201508130000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C24381420013186350,SF11E136875,43.029,-122.262,WF,229.9999994,201508130000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C24794020013186120,SF11E136875,43.07,-122.238,WF,45.99999989,201508140000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25214620013185890,SF11E136875,43.07,-122.203,WF,137.9999997,201508150000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25214720013185890,SF11E136875,43.095,-122.204,WF,45.99999989,201508150000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25214820013185890,SF11E136875,43.067,-122.251,WF,45.99999989,201508150000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25226020013185890,SF11E136875,43.038,-122.242,WF,45.99999989,201508150000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25226120013185890,SF11E136875,43.052,-122.219,WF,45.99999989,201508150000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25539220013185660,SF11E136875,43.053,-122.212,WF,137.9999997,201508160000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25539520013185660,SF11E136875,43.075,-122.239,WF,91.99999977,201508160000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C25794020013185430,SF11E136875,43.081,-122.228,WF,45.99999989,201508170000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C26124420013185200,SF11E136875,43.094,-122.212,WF,137.9999997,201508180000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C26124520013185200,SF11E136875,43.062,-122.222,WF,45.99999989,201508180000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C26124820013185200,SF11E136875,43.048,-122.245,WF,413.999999,201508180000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C26124920013185200,SF11E136875,43.015,-122.263,WF,45.99999989,201508180000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C26702720013184970,SF11E133575,43.711,-121.272,WF,64.39999984,201508190000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C26703520013184970,SF11E136875,43.076,-122.198,WF,45.99999989,201508190000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C26703720013184970,SF11E136875,43.076,-122.233,WF,91.99999977,201508190000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C27910120013184280,SF11E136875,43.046,-122.27,WF,2161.999995,201508220000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C27910320013184280,SF11E136875,43.015,-122.263,WF,1011.999997,201508220000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C28235920013184050,SF11E136875,43.046,-122.133,WF,45.99999989,201508230000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C28586920013183820,SF11E136875,43.111,-122.292,WF,45.99999989,201508240000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29031620013183590,SF11E136875,43.059,-122.162,WF,275.9999993,201508250000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29044520013183590,SF11E136875,43.07,-122.238,WF,45.99999989,201508250000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29044720013183590,SF11E136875,43.021,-122.257,WF,91.99999977,201508250000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29697320013183360,SF11E136875,43.051,-122.139,WF,643.9999984,201508260000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29708720013183360,SF11E145741,43.336,-122.166,WF,45.99999989,201508260000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29728820013183360,SF11E136875,43.064,-122.271,WF,91.99999977,201508260000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29728920013183360,SF11E136875,43.075,-122.205,WF,91.99999977,201508260000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C29729020013183360,SF11E136875,43.087,-122.166,WF,91.99999977,201508260000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C30285120013183130,SF11E136875,43.114,-122.154,WF,45.99999989,201508270000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C30285420013183130,SF11E136875,43.059,-122.269,WF,91.99999977,201508270000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C30285520013183130,SF11E136875,43.024,-122.266,WF,45.99999989,201508270000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C30733120013182900,SF11E136875,43.063,-122.162,WF,1057.999997,201508280000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C30733320013182900,SF11E136875,43.112,-122.167,WF,229.9999994,201508280000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C30733420013182900,SF11E136875,43.036,-122.255,WF,45.99999989,201508280000Z,OR,0.9,3.1,3,1,1,1,0,0.04,1.8,5.6,0.02,24.97,17
SF11C31396920013182440,SF11E149402,47.69,-112.9,WF,45.99999989,201508300000Z,MT,0.2,1,2.5,8,0.5,0,0,0.01,0.9,2,0.01,0.63,21
SF11C26123720013185200,SF11E133575,43.719,-121.219,WF,64.39999984,201508180000Z,OR,0.2,1,2.5,8,0.5,0,0,0.01,0.9,2,0.01,0.63,21
SF11C26702420013184970,SF11E133575,43.702,-121.234,WF,128.7999997,201508190000Z,OR,0.2,1,2.5,8,0.5,0,0,0.01,0.9,2,0.01,0.63,21
SF11C25769420013185430,SF11E133619,43.253,-109.45,WF,45.99999989,201508170000Z,WY,0.2,1,2.5,8,0.5,0,0,0.01,0.9,2,0.01,0.63,21
SF11C26101620013185200,SF11E135358,46.477,-114.736,WF,45.99999989,201508180000Z,ID,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C26664120013184970,SF11E135358,46.477,-114.736,WF,45.99999989,201508190000Z,ID,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C29683020013183360,SF11E131397,44.823,-115.848,WF,229.9999994,201508260000Z,ID,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C29712720013183360,SF11E149528,45.274,-116.014,WF,45.99999989,201508260000Z,ID,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C31108720013182670,SF11E149528,45.369,-115.962,WF,45.99999989,201508290000Z,ID,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C31410420013182440,SF11E131397,44.86,-115.833,WF,45.99999989,201508300000Z,ID,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C31410720013182440,SF11E131397,44.871,-115.859,WF,137.9999997,201508300000Z,ID,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
