id,event_id,latitude,longitude,type,area,date_time,state,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,canopy,fccs_number
SF11C25535720013185660,SF11E125404,46.193,-121.325,WF,118.5254615,201508160000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25536520013185660,SF11E125404,46.13,-121.365,WF,553.1188187,201508160000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25536720013185660,SF11E125404,46.068,-121.345,WF,39.50848717,201508160000Z,WA,0.1,0.2,0.75,2,0.8,0,0,0.38,2.5,1.6,0.13,5.72,24
SF11C25536820013185660,SF11E125404,46.088,-121.351,WF,79.01697434,201508160000Z,WA,0.1,0.2,0.75,2,0.8,0,0,0.38,2.5,1.6,0.13,5.72,24
SF11C25536920013185660,SF11E125404,46.111,-121.381,WF,355.5763837,201508160000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25780420013185430,SF11E129721,48.474,-117.076,WF,51.16149078,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25780520013185430,SF11E129721,48.498,-117.088,WF,102.3229816,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25780620013185430,SF11E129721,48.481,-117.108,WF,51.16149078,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25780720013185430,SF11E129721,48.409,-117.14,WF,306.9689435,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25780820013185430,SF11E143088,48.743,-117.2,WF,20.22222205,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25781820013185430,SF11E134455,48.868,-118.1,WF,46,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25781920013185430,SF11E148739,48.774,-118.194,WF,285.0986969,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25782020013185430,SF11E148739,48.926,-118.299,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25782220013185430,SF11E148739,48.983,-118.329,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25782320013185430,SF11E148739,48.913,-118.326,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25782520013185430,SF11E148739,48.704,-118.302,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25782620013185430,SF11E131449,47.996,-118.136,WF,61.80869579,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25782720013185430,SF11E148739,48.839,-118.352,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25782920013185430,SF11E131449,48.013,-118.17,WF,61.80869579,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25783020013185430,SF11E148739,48.615,-118.332,WF,142.5493485,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25783120013185430,SF11E148739,48.934,-118.408,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25783220013185430,SF11E131773,46.033,-117.708,WF,340.0736202,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25783320013185430,SF11E131449,47.978,-118.181,WF,247.2347832,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25783420013185430,SF11E148739,48.783,-118.399,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25783620013185430,SF11E148739,48.728,-118.445,WF,71.27467424,201508170000Z,WA,0.3,1.2,2.5,12,7,0,1.11,0.14,14.2,2.2,0.06,9.55,70
SF11C25783720013185430,SF11E148739,48.757,-118.453,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25783820013185430,SF11E148739,48.804,-118.481,WF,71.27467424,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25784520013185430,SF11E143067,48.373,-118.883,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25784620013185430,SF11E143067,48.442,-118.902,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25784720013185430,SF11E143067,48.43,-118.914,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25784820013185430,SF11E143067,48.388,-118.933,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25784920013185430,SF11E143067,48.461,-118.968,WF,204.6489643,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25785020013185430,SF11E143067,48.366,-118.942,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25785120013185430,SF11E143067,48.484,-118.974,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25785220013185430,SF11E134445,47.484,-118.722,AG,200,201508170000Z,WA,0,0,0,0,0,0,0.03,0.86,0,2.7,0.15,0,66
SF11C25785320013185430,SF11E143067,48.404,-118.967,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25785420013185430,SF11E143067,48.5,-119.009,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25785520013185430,SF11E143067,48.479,-119.018,WF,136.4326429,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25785620013185430,SF11E143067,48.387,-119.023,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25785720013185430,SF11E143067,48.426,-119.034,WF,68.21632145,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25786220013185430,SF11E143067,48.533,-119.398,WF,170.5711852,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25786320013185430,SF11E143067,48.527,-119.46,WF,2387.996587,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25786620013185430,SF11E143067,48.545,-119.63,WF,199.9685934,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25786720013185430,SF11E143067,48.563,-119.671,WF,1799.717336,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25786820013185430,SF11E143067,48.604,-119.693,WF,183.9711059,201508170000Z,WA,0.1,0.2,0.75,2,0.8,0,0,0.38,2.5,1.6,0.13,5.72,24
SF11C25786920013185430,SF11E143067,48.555,-119.709,WF,199.9685934,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25787220013185430,SF11E143067,48.446,-119.82,WF,137.9783294,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25788320013185430,SF11E139677,47.932,-119.985,WF,310.9950029,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25788420013185430,SF11E139677,47.962,-119.993,WF,71.52885066,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25788820013185430,SF11E139677,47.911,-119.994,WF,71.52885066,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25788920013185430,SF11E139677,47.977,-120.035,WF,1072.932757,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789020013185430,SF11E139677,48.012,-120.03,WF,143.0577013,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789120013185430,SF11E139677,47.899,-120.005,WF,71.52885066,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789220013185430,SF11E139677,48.085,-120.059,WF,71.52885066,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789320013185430,SF11E139677,48.031,-120.081,WF,286.1154026,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789420013185430,SF11E139677,48.059,-120.097,WF,71.52885066,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789520013185430,SF11E139677,47.984,-120.09,WF,143.0577013,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789620013185430,SF11E139677,48.051,-120.124,WF,143.0577013,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789720013185430,SF11E139677,48.082,-120.157,WF,357.6442517,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789820013185430,SF11E139677,47.89,-120.229,WF,71.52885066,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25789920013185430,SF11E139677,47.886,-120.258,WF,71.52885066,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25790220013185430,SF11E118256,48.294,-120.698,WF,37.34635412,201508170000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C25790320013185430,SF11E118256,48.182,-120.77,WF,149.3854165,201508170000Z,WA,0.5,1,2,6.3,3.9,0.3,1,0.26,10.5,4.2,0.04,5.85,59
SF11C25791420013185430,SF11E125404,46.181,-121.336,WF,39.50848717,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25791620013185430,SF11E125404,46.158,-121.358,WF,39.50848717,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25791820013185430,SF11E125404,46.099,-121.376,WF,395.0848709,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25791920013185430,SF11E125404,46.181,-121.391,WF,197.542435,201508170000Z,WA,0.2,0.2,0.4,0.2,6,2.5,0.16,0.08,24.5,3,0.02,9.38,238
SF11C25792120013185430,SF11E125404,46.124,-121.377,WF,39.50848717,201508170000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C25792320013185430,SF11E125404,46.152,-121.4,WF,39.50848717,201508170000Z,WA,0.2,0.2,0.4,0.2,6,2.5,0.16,0.08,24.5,3,0.02,9.38,238
SF11C25792520013185430,SF11E125404,46.12,-121.405,WF,79.01697434,201508170000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C25792620013185430,SF11E125404,46.179,-121.423,WF,39.50848717,201508170000Z,WA,0.2,0.2,0.4,0.2,6,2.5,0.16,0.08,24.5,3,0.02,9.38,238
SF11C25793420013185430,SF11E134107,45.736,-122.082,WF,184,201508170000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C25793520013185430,SF11E134107,45.737,-122.117,WF,229.999999,201508170000Z,WA,1.5,2.6,2.5,2,3.7,7,2.23,0.14,32.7,2.5,0.02,10.6,9
SF11C26108920013185200,SF11E129721,48.479,-117.085,WF,102.3229816,201508180000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C26109020013185200,SF11E129721,48.391,-117.102,WF,51.16149078,201508180000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C26109120013185200,SF11E129721,48.44,-117.113,WF,51.16149078,201508180000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C26109220013185200,SF11E143088,48.76,-117.234,WF,20.22222205,201508180000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C26109320013185200,SF11E135461,46.493,-117.154,AG,100,201508180000Z,WA,0,0,0,0,0,0,0.03,0.86,0,2.7,0.15,0,66
SF11C26109620013185200,SF11E135488,47.695,-117.493,AG,100,201508180000Z,WA,0,0,0,0,0,0,0.03,0.86,0,2.7,0.15,0,66
SF11C26110220013185200,SF11E148739,48.768,-118.181,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26110520013185200,SF11E131449,47.983,-118.072,WF,61.80869579,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26110720013185200,SF11E131449,48.001,-118.14,WF,4512.034782,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26110920013185200,SF11E148739,48.891,-118.347,WF,855.2960893,201508180000Z,WA,0.3,1.2,2.5,12,7,0,1.11,0.14,14.2,2.2,0.06,9.55,70
SF11C26111020013185200,SF11E131773,46.114,-117.662,WF,170.0368101,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26111120013185200,SF11E131773,46.132,-117.681,WF,170.0368101,201508180000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C26111220013185200,SF11E148739,48.82,-118.347,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26111420013185200,SF11E148739,48.925,-118.412,WF,427.6480439,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26111520013185200,SF11E131773,46.007,-117.706,WF,5441.177908,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26111620013185200,SF11E148739,48.875,-118.392,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26111720013185200,SF11E148739,48.953,-118.413,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26111920013185200,SF11E131449,48.009,-118.199,WF,309.0434776,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26112020013185200,SF11E148739,48.783,-118.399,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26112120013185200,SF11E148739,48.881,-118.425,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26112220013185200,SF11E148739,48.95,-118.443,WF,285.0986969,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26112320013185200,SF11E148739,48.615,-118.37,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26112420013185200,SF11E131773,46.059,-117.762,WF,1020.220857,201508180000Z,WA,0.5,1.6,3.3,4.3,8.9,3.4,0.78,0.05,3,3,0.01,11.21,208
SF11C26112520013185200,SF11E148739,48.947,-118.472,WF,356.3733696,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26112720013185200,SF11E131773,46.013,-117.754,WF,1020.220857,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26112820013185200,SF11E131773,46.032,-117.759,WF,170.0368101,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26112920013185200,SF11E148739,48.729,-118.43,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26113020013185200,SF11E148739,48.796,-118.463,WF,71.27467424,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26113220013185200,SF11E131773,46.019,-117.785,WF,170.0368101,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114020013185200,SF11E143067,48.322,-118.892,WF,272.8652858,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114120013185200,SF11E143067,48.368,-118.955,WF,5661.954667,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114220013185200,SF11E143067,48.439,-119.018,WF,6071.252594,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114320013185200,SF11E143067,48.424,-118.947,WF,1841.840675,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114420013185200,SF11E143067,48.337,-118.934,WF,68.21632145,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114520013185200,SF11E143067,48.306,-118.941,WF,136.4326429,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114620013185200,SF11E143067,48.527,-119.035,WF,955.0284973,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114720013185200,SF11E143067,48.31,-118.995,WF,272.8652858,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114820013185200,SF11E143067,48.428,-119.019,WF,68.21632145,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26114920013185200,SF11E143067,48.289,-118.997,WF,136.4326429,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26115020013185200,SF11E143067,48.305,-119.031,WF,272.8652858,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26115120013185200,SF11E143067,48.366,-119.109,WF,136.4326429,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26115320013185200,SF11E143067,48.561,-119.421,WF,170.5711852,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26115420013185200,SF11E143067,48.522,-119.471,WF,5458.277913,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26115720013185200,SF11E143067,48.563,-119.483,WF,170.5711852,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26115920013185200,SF11E143067,48.487,-119.522,WF,1199.811557,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26116020013185200,SF11E143067,48.585,-119.606,WF,599.9057792,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26116220013185200,SF11E143067,48.557,-119.666,WF,12598.02135,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26116320013185200,SF11E143067,48.537,-119.613,WF,599.9057792,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26116420013185200,SF11E143067,48.473,-119.636,WF,1399.780151,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26116520013185200,SF11E143067,48.625,-119.676,WF,91.98555296,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26116620013185200,SF11E143067,48.5,-119.663,WF,399.9371858,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26116720013185200,SF11E143067,48.547,-119.692,WF,1399.780151,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26116820013185200,SF11E143067,48.465,-119.699,WF,349.9450374,201508180000Z,WA,0.1,0.2,0.75,2,0.8,0,0,0.38,2.5,1.6,0.13,5.72,24
SF11C26116920013185200,SF11E143067,48.551,-119.739,WF,199.9685934,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26117020013185200,SF11E143067,48.481,-119.734,WF,139.9780154,201508180000Z,WA,0.1,0.2,0.75,2,0.8,0,0,0.38,2.5,1.6,0.13,5.72,24
SF11C26117220013185200,SF11E143067,48.449,-119.857,WF,413.9349873,201508180000Z,WA,0.4,2.2,2.8,8.3,0.7,0.5,0,0.14,1.8,3,0.06,4.13,22
SF11C26118220013185200,SF11E139677,48.005,-120.041,WF,500.701953,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26118320013185200,SF11E139677,47.968,-120.046,WF,786.8173557,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26118420013185200,SF11E139677,48.021,-120.079,WF,143.0577013,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26118520013185200,SF11E139677,48.082,-120.133,WF,3290.327122,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26118620013185200,SF11E139677,48.025,-120.125,WF,143.0577013,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26118720013185200,SF11E139677,48.044,-120.138,WF,715.288505,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26118820013185200,SF11E139677,48.132,-120.164,WF,143.0577013,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26118920013185200,SF11E139677,48.128,-120.193,WF,214.586552,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26119020013185200,SF11E139677,48.064,-120.219,WF,357.6442517,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26119120013185200,SF11E139677,48.122,-120.237,WF,143.0577013,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26119220013185200,SF11E139677,47.923,-120.208,WF,155.4975014,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26119320013185200,SF11E139677,47.905,-120.233,WF,143.0577013,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26119620013185200,SF11E118256,48.151,-120.7,WF,37.34635412,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26119720013185200,SF11E118256,48.149,-120.745,WF,261.424478,201508180000Z,WA,0.1,0.4,1.7,4.4,13.6,0,0.43,0.12,24.9,2.3,0.08,11.45,61
SF11C26119820013185200,SF11E118256,48.184,-120.755,WF,74.69270823,201508180000Z,WA,0.2,0.2,0.4,0.2,6,2.5,0.16,0.08,24.5,3,0.02,9.38,238
SF11C26119920013185200,SF11E118256,48.243,-120.773,WF,37.34635412,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26120020013185200,SF11E118256,48.205,-120.792,WF,336.1171862,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
SF11C26120120013185200,SF11E118256,48.169,-120.789,WF,261.424478,201508180000Z,WA,0.4,0.9,0.4,0.4,1.1,0.6,0.22,0.15,2.8,2.1,0.06,13.52,52
